TA_CODE;yeni_ulke;NEW_TA_CODE;sacma_ta_code
ge80097038;US;us84089167;br00000313
ge80101544;US;us84094742;br00000314
ge80098934;US;us84091515;br00000315
ge80099389;US;us84092360;br00000316
ge80097025;US;us00260840;br00000317
ge80051395;US;us84089699;br00000318
ge80136332;US;us84090391;br00000319
ge80097023;US;us14358649;br00000320
ge80052031;US;us84091663;br00000321
ge80053197;US;us84094217;br00000322
ge80136148;US;us84089922;br00000323
ge80136291;US;us84090271;br00000324
ge80135859;US;us84089157;br00000325
ge80135884;US;us81816852;br00000326
ge80137505;US;us84092971;br00000327
ge80137559;US;us84093097;br00000328
ge80137573;US;us82005203;br00000329
ge80137577;US;us84093148;br00000330
ge80137628;US;us84093438;br00000331
ge80137802;US;us84093714;br00000332
ge80137803;US;us84093714;br00000333
ge80137958;US;us84094138;br00000334
ge80137995;US;us13736473;br00000335
ge80138216;US;us84094829;br00000336
ge80138219;US;us84094838;br00000337
ge80138315;US;us84095063;br00000338
ge80136385;US;us84090476;br00000339
ge80136572;US;us84090872;br00000340
ge80136650;US;us84091105;br00000341
ge80136679;US;us84091156;br00000342
ge80136774;US;us84091363;br00000343
ge80136833;US;us84091543;br00000344
ge80136918;US;us84091749;br00000345
ge80137088;US;us84092010;br00000346
ge80137126;US;us84092062;br00000347
ge80137132;US;us84092067;br00000348
ge80137134;US;us84092070;br00000349
ge80137242;US;us81205895;br00000350
ge80137412;US;us84092805;br00000351
ge80100132;US;us84092996;br00000352
ge80052850;US;us84093084;br00000353
ge80096240;US;us84088203;br00000354
ge80062677;US;us84093725;br00000355
ge80075850;US;us84093589;br00000356
ge80101163;US;us82085273;br00000357
ge80101165;US;us83183752;br00000358
ge80101740;US;us84095008;br00000359
ge80096295;US;us12000655;br00000360
ge80097654;US;us84089987;br00000361
ge80096838;US;us84088898;br00000362
ge80099096;US;us14384918;br00000363
ge80097275;US;us84089487;br00000364
ge80100675;US;us80956955;br00000365
ge80100622;US;us81070061;br00000366
ge80099854;US;us84092719;br00000367
ge80100284;US;us84093178;br00000368
ge80101214;US;us80965435;br00000369
ge80098929;US;us84091503;br00000370
ge80098652;US;us84091126;br00000371
ge80097360;US;us84089606;br00000372
ge80098744;US;us84091221;br00000373
ge80100554;US;us84093529;br00000374
ge80100333;US;us84093234;br00000375
ge80098023;US;us84090409;br00000376
ge80096974;US;us84089081;br00000377
ge80100113;US;us81658479;br00000378
ge80096707;US;us84088747;br00000379
ge80097057;US;us84089197;br00000380
ge80096540;US;us14064045;br00000381
ge80097342;US;us84089587;br00000382
ge80098962;US;us80926877;br00000383
ge80101469;US;us84094653;br00000384
ge80097843;US;us00273658;br00000385
ge80098374;US;us84090785;br00000386
ge80100555;US;us84093530;br00000387
ge80100794;US;us84093833;br00000388
ge80100153;US;us84093024;br00000389
ge80121024;US;us84088485;br00000390
ge80121073;US;us84088583;br00000391
ge80122212;US;us84091060;br00000392
ge80122233;US;us84091115;br00000393
ge80122234;US;us84091116;br00000394
ge80122545;US;us84091729;br00000395
ge80122704;US;us84091940;br00000396
ge80123187;US;us84092901;br00000397
ge80123314;US;us84093202;br00000398
ge80123616;US;us84093964;br00000399
ge80096994;US;us84089104;br00000400
ge80099973;US;us84092859;br00000401
ge80101058;US;us84094143;br00000402
ge80097615;US;us84089942;br00000403
ge80096623;US;us84088651;br00000404
ge80097061;US;us84089203;br00000405
ge80099180;US;us84091811;br00000406
ge80099034;US;us84091658;br00000407
ge80101616;US;us84094840;br00000408
ge80068428;US;us81055230;br00000409
ge80052445;US;us84092113;br00000410
ge80096633;US;us84088662;br00000411
ge80052977;US;us82336765;br00000412
ge80051616;US;us84090436;br00000413
ge80051051;US;us84088475;br00000414
ge80053232;US;us84094338;br00000415
ge80099808;US;us80941571;br00000416
ge80100426;US;us84093352;br00000417
ge80079753;US;us00064318;br00000418
ge80053247;US;us84094389;br00000419
ge80122928;US;us84092274;br00000420
ge80100331;US;us84093231;br00000421
ge80096837;US;us80780628;br00000422
ge80100357;US;us84093260;br00000423
ge80099849;US;us81453146;br00000424
ge80101102;US;us84094233;br00000425
ge80124067;US;us84095070;br00000426
ge80100793;US;us84093832;br00000427
ge80098837;US;us10507847;br00000428
ge80101650;US;us84094883;br00000429
ge80051426;US;us10770660;br00000430
ge80051956;US;us84091470;br00000431
ge80080952;US;us84093588;br00000432
ge80101686;US;us00330928;br00000433
ge80098244;US;us84090645;br00000434
ge80100468;US;us84093407;br00000435
ge80098391;US;us84090810;br00000436
ge80099169;US;us84091813;br00000437
ge80098379;US;us84090790;br00000438
ge80098754;US;us84091237;br00000439
ge80097030;US;us80291579;br00000440
ge80096725;US;us84088771;br00000441
ge80098143;US;us84090549;br00000442
ge80099576;US;us84092228;br00000443
ge80097351;US;us84089598;br00000444
ge80097261;US;us84089462;br00000445
ge80096603;US;us80015577;br00000446
ge80097873;US;us84090222;br00000447
ge80097279;US;us84089500;br00000448
ge80052523;US;us84092405;br00000449
ge80052405;US;us84092006;br00000450
ge80052898;US;us84093437;br00000451
ge80051909;US;us84091539;br00000452
ge80052487;US;us82176752;br00000453
ge80052598;US;us84092504;br00000454
ge80052615;US;us84092598;br00000455
ge80051394;US;us84089698;br00000456
ge80051244;US;us84089177;br00000457
ge80053065;US;us84093892;br00000458
ge80052932;US;us84093420;br00000459
ge80100949;US;us84094014;br00000460
ge80100404;US;us84093326;br00000461
ge80122920;US;us84092255;br00000462
ge80123560;US;us84093813;br00000463
ge80101370;US;us84094512;br00000464
ge80099954;US;us84092835;br00000465
ge80099553;US;us84092203;br00000466
ge80070962;US;us84088870;br00000467
ge80101557;US;us82710843;br00000468
ge80097699;US;us84090048;br00000469
ge80100470;US;us84093409;br00000470
ge80097487;US;us84089767;br00000471
ge80099432;US;us81514902;br00000472
ge80098823;US;us84091308;br00000473
ge80101186;US;us84094315;br00000474
ge80052058;US;us84091775;br00000475
ge80052035;US;us13621329;br00000476
ge80122031;US;us84090626;br00000477
ge80122087;US;us13900010;br00000478
ge80122119;US;us84090969;br00000479
ge80122352;US;us84091306;br00000480
ge80122465;US;us84091567;br00000481
ge80097237;US;us84089430;br00000482
ge80099603;US;us12139522;br00000483
ge80099922;US;us84092800;br00000484
ge80068816;US;us80273954;br00000485
ge80090674;US;us84091879;br00000486
ge80091372;US;us84094268;br00000487
ge80052548;US;us84092513;br00000488
ge80101437;US;us84094607;br00000489
ge80099531;US;us84092188;br00000490
ge80098203;US;us84090609;br00000491
ge80050407;US;us84094571;br00000492
ge80097911;US;us84090269;br00000493
ge80100306;US;us84093207;br00000494
ge80099157;US;us84091799;br00000495
ge80101730;US;us84094984;br00000496
ge80123099;US;us84092792;br00000497
ge80123450;US;us80263124;br00000498
ge80096841;US;us84088901;br00000499
ge80099029;US;us84091646;br00000500
ge80101406;US;us84094565;br00000501
ge80054555;US;us51414886;br00000502
ge80051112;US;us84088724;br00000503
ge80091352;US;us84094101;br00000504
ge80053231;US;us84094328;br00000505
ge80052005;US;us84091549;br00000506
ge80052855;US;us84093122;br00000507
ge80101190;US;us84094318;br00000508
ge80101745;US;us84095013;br00000509
ge80068781;US;us00151366;br00000510
ge80121530;US;us84089617;br00000511
ge80138061;US;us84094454;br00000512
ge80136746;US;us00065032;br00000513
ge80101013;US;us84094083;br00000514
ge80101269;US;us84094415;br00000515
ge80068780;US;us81527720;br00000516
ge80123952;US;us84094779;br00000517
ge80136305;US;us84090312;br00000518
ge80136595;US;us84090932;br00000519
ge80099902;US;us00116000;br00000520
ge80100779;US;us84093802;br00000521
ge80052062;US;us84091790;br00000522
ge80091089;US;us84092734;br00000523
ge80121207;US;us84088831;br00000524
ge80051906;US;us00065036;br00000525
ge80137580;US;us84093153;br00000526
ge80053265;US;us84094455;br00000527
ge80052659;US;us84092688;br00000528
ge80100138;US;us84093011;br00000529
ge80098353;US;us84090757;br00000530
ge80101374;US;us84094518;br00000531
ge80068785;US;us80891576;br00000532
ge80040557;US;us81451178;br00000533
ge80099193;US;us84091829;br00000534
ge80090605;US;us84091568;br00000535
ge80098798;US;us84091290;br00000536
ge80068811;US;us81533953;br00000537
ge80099441;US;us12119987;br00000538
ge80053212;US;us82147864;br00000539
ge80068810;US;us10590146;br00000540
ge80090580;US;us84091523;br00000541
ge80099058;US;us80403879;br00000542
ge80051363;US;us84089574;br00000543
ge80052434;US;us84092096;br00000544
ge80058707;US;us84090277;br00000545
ge80051496;US;us84090079;br00000546
ge80076912;US;us84090026;br00000547
ge80098572;US;us84091029;br00000548
ge80052004;US;us84091546;br00000549
ge80058387;US;us81581563;br00000550
ge80036864;US;us84089272;br00000551
ge80122974;US;us84092386;br00000552
ge80014859;US;us80154747;br00000553
ge80100598;US;us80487848;br00000554
ge80094815;US;us14023800;br00000555
ge80053093;US;us84093981;br00000556
ge80137813;US;us84093751;br00000557
ge80137497;US;us84092959;br00000558
ge80100235;US;us84093133;br00000559
ge80052567;US;us84092483;br00000560
ge80099458;US;us13497627;br00000561
ge80100532;US;us80954347;br00000562
ge80098431;US;us84090856;br00000563
ge80136256;US;us84090200;br00000564
ge80123395;US;us84093427;br00000565
ge80062667;US;us84093643;br00000566
ge80096733;US;us84088782;br00000567
ge80099208;US;us84091847;br00000568
ge80064181;US;us81855462;br00000569
ge80101566;US;us84094770;br00000570
ge80121699;US;us84090024;br00000571
ge80091066;US;us80671121;br00000572
ge80096618;US;us84088645;br00000573
ge80091210;US;us84092899;br00000574
ge80100690;US;us84093684;br00000575
ge80052967;US;us00104954;br00000576
ge80051827;US;us84091030;br00000577
ge80100243;US;us84093137;br00000578
ge80138060;US;us84094440;br00000579
ge80136865;US;us84091626;br00000580
ge80101145;US;us00197810;br00000581
ge80021877;US;us84094671;br00000582
ge80090178;US;us84088739;br00000583
ge80097798;US;us12501068;br00000584
ge80091096;US;us00115789;br00000585
ge80052412;US;us84092577;br00000586
ge80051833;US;us84091093;br00000587
ge80123792;US;us83713726;br00000588
ge80120932;US;us84088267;br00000589
ge80099611;US;us81404150;br00000590
ge80064179;US;us00066761;br00000591
ge80052995;US;us84093646;br00000592
ge80099956;US;us84092836;br00000593
ge80097111;US;us00158260;br00000594
ge80136998;US;us84091888;br00000595
ge80136035;US;us84089623;br00000596
ge80137273;US;us84092379;br00000597
ge80138137;US;us84094628;br00000598
ge80101460;US;us84094629;br00000599
ge80101459;US;us84094626;br00000600
ge80137290;US;us84092404;br00000601
ge80052459;US;us84092177;br00000602
ge80098738;US;us84091217;br00000603
ge80121098;US;us84088620;br00000604
ge80097208;US;us80896414;br00000605
ge80123370;US;us50917703;br00000606
ge80052951;US;us84093524;br00000607
ge80137389;US;us84092755;br00000608
ge80012827;US;us84089108;br00000609
ge80101780;US;us80975157;br00000610
ge80090330;US;us84090004;br00000611
ge80053013;US;us84093720;br00000612
ge80058475;US;us84094450;br00000613
ge80122587;US;us00113279;br00000614
ge80090544;US;us84091179;br00000615
ge80051964;US;us84091489;br00000616
ge80123703;US;us84094154;br00000617
ge80098951;US;us84091528;br00000618
ge80069899;US;us84090084;br00000619
ge80122038;US;us51225174;br00000620
ge80051580;US;us80909260;br00000621
ge80009714;US;us84090380;br00000622
ge80023178;US;us80385026;br00000623
ge80053235;US;us84094333;br00000624
ge80058339;US;us84091151;br00000625
ge80090284;US;us84089565;br00000626
ge80068821;US;us51649019;br00000627
ge80099517;US;us84092165;br00000628
ge80058494;US;us84094766;br00000629
ge80052716;US;us84092829;br00000630
ge80096244;US;us84088218;br00000631
ge80090640;US;us84091722;br00000632
ge80109693;US;us14310757;br00000633
ge80100111;US;us84092967;br00000634
ge80090104;US;us84088338;br00000635
ge80096652;US;us80888035;br00000636
ge80100218;US;us84093108;br00000637
ge80135691;US;us51567134;br00000638
ge80090305;US;us84089718;br00000639
ge80054883;US;us81772650;br00000640
ge80122204;US;us84091035;br00000641
ge80099245;US;us84091893;br00000642
ge80137706;US;us51602667;br00000643
ge80096728;US;us84088777;br00000644
ge80136732;US;us84091264;br00000645
ge80101143;US;us00066237;br00000646
ge80121214;US;us80889006;br00000647
ge80122239;US;us13264843;br00000648
ge80097092;US;us84089236;br00000649
ge80121074;US;us00153308;br00000650
ge80090329;US;us00163877;br00000651
ge80090275;US;us84089519;br00000652
ge80091103;US;us00058560;br00000653
ge80090296;US;us00266955;br00000654
ge80091100;US;us80618825;br00000655
ge80091356;US;us84094124;br00000656
ge80090383;US;us84090374;br00000657
ge80012853;US;us80041532;br00000658
ge80012296;US;us80041532;br00000659
ge80098752;US;us51531929;br00000660
ge80123199;US;us84092915;br00000661
ge80036941;US;us84090250;br00000662
ge80137996;US;us00321912;br00000663
ge80000624;US;us80056050;br00000664
ge80000626;US;us80070201;br00000665
ge80090196;US;us81556796;br00000666
ge80091206;US;us84092886;br00000667
ge80097459;US;us80045364;br00000668
ge80097922;US;us84090280;br00000669
ge80101164;US;us10249811;br00000670
ge80100073;US;us10712767;br00000671
ge80098126;US;us84090533;br00000672
ge80099829;US;us84092690;br00000673
ge80042133;US;us84090212;br00000674
ge80096693;US;us84088726;br00000675
ge80123390;US;us84093411;br00000676
ge80075836;US;us81592420;br00000677
ge80098131;US;us84090535;br00000678
ge80098020;US;us84090405;br00000679
ge80135713;US;us84088775;br00000680
ge80074402;US;us80909586;br00000681
ge80091258;US;us84093325;br00000682
ge80109730;US;us84094122;br00000683
ge80069537;US;us81528724;br00000684
ge80138076;US;us84094492;br00000685
ge80028502;US;us84093959;br00000686
ge80059974;US;us84092093;br00000687
ge80062574;US;us81961502;br00000688
ge80028531;US;us80695307;br00000689
ge80016474;US;us84088335;br00000690
ge80014910;US;us84094263;br00000691
ge80016817;US;us00036266;br00000692
ge80064451;US;us81957013;br00000693
ge80060163;US;us84094382;br00000694
ge80040455;US;us80020482;br00000695
ge80107469;US;us84089750;br00000696
ge80097248;US;us84089442;br00000697
ge80064475;US;us84089702;br00000698
ge80066420;US;us00285829;br00000699
ge80085049;US;us82152200;br00000700
ge80060092;US;us84093250;br00000701
ge80060093;US;us84093251;br00000702
ge80051178;US;us84088986;br00000703
ge80014391;US;us80046795;br00000704
ge80014850;US;us84093109;br00000705
ge80014851;US;us84093109;br00000706
ge80052569;US;us84092485;br00000707
ge80075909;US;us84091632;br00000708
ge80075828;US;us84089868;br00000709
ge80059545;US;us80900908;br00000710
ge80064973;US;us80373119;br00000711
ge80023251;US;us51026548;br00000712
ge80014490;US;us81134142;br00000713
ge80058335;US;us84091140;br00000714
ge80062000;US;us84091785;br00000715
ge80061999;US;us82614864;br00000716
ge80058409;US;us84092823;br00000717
ge80076066;US;us13517806;br00000718
ge80064958;US;us81582834;br00000719
ge80138110;US;us10903960;br00000720
ge80097845;US;us84090190;br00000721
ge80073277;US;us84089528;br00000722
ge80090993;US;us84091992;br00000723
ge80068195;US;us10547489;br00000724
ge80098416;US;us10463448;br00000725
ge80051118;US;us84088759;br00000726
ge80090670;US;us00292605;br00000727
ge80097433;US;us84089697;br00000728
ge80098055;US;us84090453;br00000729
ge80124001;US;us84094906;br00000730
ge80058476;US;us84094465;br00000731
ge80068837;US;us84094467;br00000732
ge80051890;US;us84091247;br00000733
ge80100281;US;us84093175;br00000734
ge80097325;US;us81975333;br00000735
ge80099369;US;us84092003;br00000736
ge80099715;US;us84092403;br00000737
ge80100499;US;us82075995;br00000738
ge80101661;US;us81043477;br00000739
ge80100120;US;us80464087;br00000740
ge80101479;US;us84094663;br00000741
ge80097073;US;us84089223;br00000742
ge80080474;US;us84092950;br00000743
ge80098622;US;us84091097;br00000744
ge80098642;US;us84091121;br00000745
ge80098751;US;us00285424;br00000746
ge80101785;US;us84095085;br00000747
ge80099850;US;us81021942;br00000748
ge80098958;US;us84091544;br00000749
ge80097481;US;us84089762;br00000750
ge80101384;US;us84094534;br00000751
ge80099179;US;us80662906;br00000752
ge80100737;US;us81032973;br00000753
ge80121078;US;us84088596;br00000754
ge80121135;US;us84088669;br00000755
ge80121322;US;us84089061;br00000756
ge80121367;US;us84089169;br00000757
ge80121548;US;us84089658;br00000758
ge80121550;US;us51672346;br00000759
ge80121551;US;us84089666;br00000760
ge80121552;US;us84089674;br00000761
ge80121599;US;us84089783;br00000762
ge80121982;US;us00054200;br00000763
ge80122000;US;us84090591;br00000764
ge80122169;US;us81806041;br00000765
ge80122281;US;us84091181;br00000766
ge80122412;US;us84091437;br00000767
ge80122793;US;us84091981;br00000768
ge80122803;US;us84092620;br00000769
ge80122840;US;us84092091;br00000770
ge80122841;US;us10999153;br00000771
ge80123104;US;us84092799;br00000772
ge80123363;US;us84093344;br00000773
ge80123596;US;us84093894;br00000774
ge80123646;US;us84094027;br00000775
ge80123790;US;us51019076;br00000776
ge80097774;US;us84090154;br00000777
ge80097148;US;us84089315;br00000778
