TA_CODE;yeni_ulke;NEW_TA_CODE;sacma_ta_code
ge80051815;US;us84090955;uk00003953
ge80052074;US;us84091806;uk00003954
ge80051341;US;us00070941;uk00003955
ge80051508;US;us84090124;uk00003956
ge80051389;US;us84089659;uk00003957
ge80051322;US;us84089423;uk00003958
ge80052827;US;us84092981;uk00003959
ge80100640;US;us84093621;uk00003960
ge80101196;US;us84094327;uk00003961
ge80097375;US;us84089624;uk00003962
ge80098506;US;us84090950;uk00003963
ge80052877;US;us84093184;uk00003964
ge80051191;US;us84089010;uk00003965
ge80051003;US;us84088320;uk00003966
ge80097477;US;us84089752;uk00003967
ge80101218;US;us84094360;uk00003968
ge80123084;US;us84092744;uk00003969
ge80123802;US;us80758024;uk00003970
ge80099006;US;us84091615;uk00003971
ge80097197;US;us84089376;uk00003972
ge80100075;US;us81848585;uk00003973
ge80101243;US;us12811537;uk00003974
ge80052959;US;us84093761;uk00003975
ge80100066;US;us84093129;uk00003976
ge80100123;US;us84092987;uk00003977
ge80052679;US;us84092723;uk00003978
ge80101226;US;us10969876;uk00003979
ge80101662;US;us84094904;uk00003980
ge80122717;US;us84091966;uk00003981
ge80123334;US;us84093269;uk00003982
ge80123503;US;us84093672;uk00003983
ge80052980;US;us80677959;uk00003984
ge80122358;US;us81834598;uk00003985
ge80124044;US;us84095007;uk00003986
ge80051254;US;us84089224;uk00003987
ge80051456;US;us81429195;uk00003988
ge80098679;US;us13183727;uk00003989
ge80100035;US;us84092892;uk00003990
ge80098392;US;us84090811;uk00003991
ge80100483;US;us00104375;uk00003992
ge80101646;US;us84094878;uk00003993
ge80101302;US;us84094443;uk00003994
ge80098145;US;us80359058;uk00003995
ge80100788;US;us84093817;uk00003996
ge80101665;US;us84094902;uk00003997
ge80101136;US;us10722643;uk00003998
ge80100970;US;us84094042;uk00003999
ge80123441;US;us00105037;uk00004000
ge80097998;US;us84090383;uk00004001
ge80101060;US;us84094145;uk00004002
ge80101606;US;us84094831;uk00004003
ge80097744;US;us84090098;uk00004004
ge80100666;US;us80956558;uk00004005
ge80097381;US;us80218921;uk00004006
ge80053177;US;us84094196;uk00004007
ge80052204;US;us80566594;uk00004008
ge80052605;US;us84092526;uk00004009
ge80051176;US;us81165560;uk00004010
ge80053045;US;us82181078;uk00004011
ge80051774;US;us82047651;uk00004012
ge80051590;US;us84090331;uk00004013
ge80052905;US;us84093320;uk00004014
ge80052496;US;us84092300;uk00004015
ge80052724;US;us84092864;uk00004016
ge80052601;US;us84092546;uk00004017
ge80051411;US;us84089756;uk00004018
ge80051498;US;us84090092;uk00004019
ge80052869;US;us84093156;uk00004020
ge80052841;US;us84093065;uk00004021
ge80052064;US;us84091796;uk00004022
ge80051941;US;us84091412;uk00004023
ge80051613;US;us84090428;uk00004024
ge80053300;US;us00201189;uk00004025
ge80122912;US;us84092245;uk00004026
ge80123747;US;us84094274;uk00004027
ge80123934;US;us84094737;uk00004028
ge80097965;US;us00166281;uk00004029
ge80097389;US;us84089636;uk00004030
ge80071151;US;us80441512;uk00004031
ge80098893;US;us84091447;uk00004032
ge80101715;US;us84094960;uk00004033
ge80101688;US;us84094929;uk00004034
ge80099746;US;us84092558;uk00004035
ge80099771;US;us84092604;uk00004036
ge80099651;US;us84092318;uk00004037
ge80099155;US;us84091793;uk00004038
ge80100857;US;us84093906;uk00004039
ge80099555;US;us84092208;uk00004040
ge80136672;US;us84091148;uk00004041
ge80136737;US;us51248849;uk00004042
ge80136798;US;us84091431;uk00004043
ge80136810;US;us84091468;uk00004044
ge80136822;US;us84091510;uk00004045
ge80136845;US;us84091574;uk00004046
ge80136968;US;us84091845;uk00004047
ge80137363;US;us84092702;uk00004048
ge80135802;US;us84088994;uk00004049
ge80100811;US;us84093850;uk00004050
ge80097705;US;us84090053;uk00004051
ge80096624;US;us00012951;uk00004052
ge80100052;US;us84092912;uk00004053
ge80100247;US;us84093139;uk00004054
ge80096442;US;us00067791;uk00004055
ge80098762;US;us84091243;uk00004056
ge80099167;US;us84091973;uk00004057
ge80097461;US;us12553739;uk00004058
ge80097666;US;us84090005;uk00004059
ge80101150;US;us84094282;uk00004060
ge80099192;US;us83237642;uk00004061
ge80098412;US;us84090832;uk00004062
ge80100958;US;us84094024;uk00004063
ge80096870;US;us82498126;uk00004064
ge80098844;US;us84091351;uk00004065
ge80101073;US;us84094157;uk00004066
ge80101244;US;us84094385;uk00004067
ge80098433;US;us84090858;uk00004068
ge80097897;US;us84090249;uk00004069
ge80096635;US;us84088671;uk00004070
ge80097114;US;us81088805;uk00004071
ge80098916;US;us81007147;uk00004072
ge80097044;US;us80893472;uk00004073
ge80096815;US;us84088878;uk00004074
ge80097442;US;us00267991;uk00004075
ge80098360;US;us84090767;uk00004076
ge80098404;US;us84090825;uk00004077
ge80096492;US;us84088513;uk00004078
ge80097810;US;us84090164;uk00004079
ge80096396;US;us84088403;uk00004080
ge80121309;US;us84089024;uk00004081
ge80121407;US;us84089265;uk00004082
ge80121614;US;us84089813;uk00004083
ge80121735;US;us84090108;uk00004084
ge80121777;US;us81892795;uk00004085
ge80122433;US;us84091519;uk00004086
ge80122947;US;us84092328;uk00004087
ge80123500;US;us84093660;uk00004088
ge80123536;US;us84093743;uk00004089
ge80123541;US;us81149829;uk00004090
ge80100591;US;us84093564;uk00004091
ge80100972;US;us84094044;uk00004092
ge80101741;US;us84095010;uk00004093
ge80097905;US;us84090256;uk00004094
ge80099590;US;us84092247;uk00004095
ge80100935;US;us13669024;uk00004096
ge80099969;US;us84092853;uk00004097
ge80099091;US;us84091720;uk00004098
ge80097124;US;us84089287;uk00004099
ge80098080;US;us84090481;uk00004100
ge80101558;US;us84094764;uk00004101
ge80098234;US;us84090630;uk00004102
ge80101053;US;us84094137;uk00004103
ge80052817;US;us00036991;uk00004104
ge80051445;US;us84089893;uk00004105
ge80051792;US;us84090842;uk00004106
ge80053292;US;us84094541;uk00004107
ge80098621;US;us84091095;uk00004108
ge80099039;US;us84091662;uk00004109
ge80052816;US;us84050959;uk00004110
ge80098339;US;us12794273;uk00004111
ge80099325;US;us84091971;uk00004112
ge80101289;US;us00199497;uk00004113
ge80100547;US;us81309407;uk00004114
ge80051575;US;us84090309;uk00004115
ge80051080;US;us84088594;uk00004116
ge80054869;US;us84088478;uk00004117
ge80097830;US;us84090179;uk00004118
ge80099268;US;us84091923;uk00004119
ge80099670;US;us84092341;uk00004120
ge80097238;US;us84089432;uk00004121
ge80097475;US;us84089747;uk00004122
ge80053261;US;us84094438;uk00004123
ge80121577;US;us84090037;uk00004124
ge80098886;US;us82265792;uk00004125
ge80123035;US;us84092645;uk00004126
ge80096283;US;us00049393;uk00004127
ge80053376;US;us82166200;uk00004128
ge80101398;US;us84094559;uk00004129
ge80096886;US;us13304378;uk00004130
ge80099487;US;us84092137;uk00004131
ge80097317;US;us84089553;uk00004132
ge80101156;US;us84094286;uk00004133
ge80098309;US;us84090715;uk00004134
ge80096878;US;us84088952;uk00004135
ge80101789;US;us84095091;uk00004136
ge80098443;US;us84090873;uk00004137
ge80101129;US;us84094260;uk00004138
ge80100437;US;us00189692;uk00004139
ge80097844;US;us84090189;uk00004140
ge80099086;US;us82098431;uk00004141
ge80061667;US;us00072702;uk00004142
ge80100486;US;us84093433;uk00004143
ge80053138;US;us00197006;uk00004144
ge80051229;US;us84089102;uk00004145
ge80052820;US;us84092946;uk00004146
ge80051148;US;us84088871;uk00004147
ge80051746;US;us84090709;uk00004148
ge80053346;US;us84094744;uk00004149
ge80052628;US;us84092627;uk00004150
ge80051797;US;us84090877;uk00004151
ge80051225;US;us81425969;uk00004152
ge80051830;US;us84091070;uk00004153
ge80122911;US;us80128308;uk00004154
ge80075789;US;us80094446;uk00004155
ge80101417;US;us81540862;uk00004156
ge80097364;US;us00160860;uk00004157
ge80098836;US;us80089271;uk00004158
ge80099057;US;us84091683;uk00004159
ge80121607;US;us84089801;uk00004160
ge80122378;US;us84091372;uk00004161
ge80099976;US;us13518708;uk00004162
ge80051428;US;us84089824;uk00004163
ge80107448;US;us84088343;uk00004164
ge80137609;US;us51406108;uk00004165
ge80138142;US;us84094665;uk00004166
ge80101568;US;us84094774;uk00004167
ge80097448;US;us84089714;uk00004168
ge80099160;US;us14385595;uk00004169
ge80097749;US;us84090104;uk00004170
ge80100046;US;us00185200;uk00004171
ge80068550;US;us80343156;uk00004172
ge80051584;US;us84090320;uk00004173
ge80101444;US;us84094615;uk00004174
ge80099550;US;us81063463;uk00004175
ge80054516;US;us84089470;uk00004176
ge80054514;US;us84089306;uk00004177
ge80123948;US;us84094775;uk00004178
ge80100377;US;us84093346;uk00004179
ge80075869;US;us80967442;uk00004180
ge80100020;US;us84092884;uk00004181
ge80053276;US;us80554909;uk00004182
ge80099484;US;us84092134;uk00004183
ge80068839;US;us84094598;uk00004184
ge80123282;US;us84093120;uk00004185
ge80121661;US;us84089921;uk00004186
ge80122931;US;us12139627;uk00004187
ge80123268;US;us51401041;uk00004188
ge80137641;US;us84093328;uk00004189
ge80136576;US;us84090889;uk00004190
ge80101083;US;us84094171;uk00004191
ge80097678;US;us84090022;uk00004192
ge80100948;US;us00195409;uk00004193
ge80052946;US;us84093469;uk00004194
ge80096242;US;us84088212;uk00004195
ge80137581;US;us84093161;uk00004196
ge80099853;US;us82368845;uk00004197
ge80096944;US;us84089046;uk00004198
ge80090195;US;us84088835;uk00004199
ge80100915;US;us84093968;uk00004200
ge80099081;US;us82333054;uk00004201
ge80099198;US;us84091833;uk00004202
ge80101061;US;us84094147;uk00004203
ge80122971;US;us84092371;uk00004204
ge80099144;US;us84091782;uk00004205
ge80124045;US;us84095009;uk00004206
ge80099898;US;us84092777;uk00004207
ge80097152;US;us84089322;uk00004208
ge80100850;US;us81224254;uk00004209
ge80123675;US;us84094090;uk00004210
ge80097849;US;us84090195;uk00004211
ge80098084;US;us84090487;uk00004212
ge80098292;US;us84090675;uk00004213
ge80097047;US;us84089183;uk00004214
ge80098842;US;us80924086;uk00004215
ge80097115;US;us84089278;uk00004216
ge80101799;US;us84095100;uk00004217
ge80099914;US;us84092794;uk00004218
ge80097598;US;us84089923;uk00004219
ge80101734;US;us84094988;uk00004220
ge80100691;US;us84093685;uk00004221
ge80052968;US;us84093571;uk00004222
ge80051570;US;us84090303;uk00004223
ge80098446;US;us84090876;uk00004224
ge80097247;US;us84089440;uk00004225
ge80101716;US;us84094965;uk00004226
ge80096963;US;us84089064;uk00004227
ge80097045;US;us84089180;uk00004228
ge80053404;US;us84095035;uk00004229
ge80096822;US;us84088880;uk00004230
ge80101677;US;us84094912;uk00004231
ge80098424;US;us84090846;uk00004232
ge80098824;US;us10313577;uk00004233
ge80099680;US;us84092351;uk00004234
ge80100963;US;us84094032;uk00004235
ge80098528;US;us84090983;uk00004236
ge80098452;US;us84090883;uk00004237
ge80121059;US;us51099880;uk00004238
ge80121522;US;us84089590;uk00004239
ge80121643;US;us80050688;uk00004240
ge80097492;US;us84089784;uk00004241
ge80052846;US;us10400150;uk00004242
ge80052052;US;us84091742;uk00004243
ge80097960;US;us84090338;uk00004244
ge80096273;US;us84088238;uk00004245
ge80101411;US;us84094575;uk00004246
ge80122348;US;us84091458;uk00004247
ge80051117;US;us84088758;uk00004248
ge80051798;US;us84090882;uk00004249
ge80097942;US;us84090301;uk00004250
ge80097587;US;us84089912;uk00004251
ge80100102;US;us13650371;uk00004252
ge80121055;US;us13568891;uk00004253
ge80121153;US;us84088698;uk00004254
ge80121533;US;us80899834;uk00004255
ge80121594;US;us84089775;uk00004256
ge80123659;US;us84094056;uk00004257
ge80090446;US;us82305169;uk00004258
ge80099916;US;us84092796;uk00004259
ge80096793;US;us84089014;uk00004260
ge80096270;US;us84088237;uk00004261
ge80098687;US;us84091174;uk00004262
ge80099156;US;us84091798;uk00004263
ge80053038;US;us82180993;uk00004264
ge80100118;US;us84092979;uk00004265
ge80097167;US;us10710200;uk00004266
ge80051416;US;us84089776;uk00004267
ge80099834;US;us84092699;uk00004268
ge80051800;US;us84090895;uk00004269
ge80121873;US;us84090384;uk00004270
ge80096237;US;us84088201;uk00004271
ge80052457;US;us84092162;uk00004272
ge80055501;US;us84093924;uk00004273
ge80123396;US;us84093429;uk00004274
ge80096376;US;us84088380;uk00004275
ge80098027;US;us84090413;uk00004276
ge80100766;US;us84093786;uk00004277
ge80097278;US;us84089499;uk00004278
ge80100448;US;us84093377;uk00004279
ge80053082;US;us12871599;uk00004280
ge80100407;US;us10761747;uk00004281
ge80069545;US;us00159157;uk00004282
ge80099367;US;us84091999;uk00004283
ge80097117;US;us84089280;uk00004284
ge80053311;US;us84094608;uk00004285
ge80137654;US;us84093373;uk00004286
ge80135840;US;us81815927;uk00004287
ge80051500;US;us84090099;uk00004288
ge80100603;US;us10106445;uk00004289
ge80097199;US;us84089378;uk00004290
ge80099150;US;us84091787;uk00004291
ge80068798;US;us10277681;uk00004292
ge80097356;US;us83215360;uk00004293
ge80100685;US;us13535379;uk00004294
ge80099302;US;us84091937;uk00004295
ge80052098;US;us84091892;uk00004296
ge80123195;US;us84092908;uk00004297
ge80130886;US;us82692436;uk00004298
ge80096866;US;us84088931;uk00004299
ge80138212;US;us84094817;uk00004300
ge80090168;US;us80887626;uk00004301
ge80101394;US;us84094551;uk00004302
ge80101131;US;us84094264;uk00004303
ge80122991;US;us84092444;uk00004304
ge80055461;US;us84093481;uk00004305
ge80099779;US;us84092616;uk00004306
ge80099591;US;us00103263;uk00004307
ge80098176;US;us84090583;uk00004308
ge80123196;US;us84092909;uk00004309
ge80099659;US;us84092323;uk00004310
ge80098449;US;us84090881;uk00004311
ge80096794;US;us84089015;uk00004312
ge80051421;US;us84089802;uk00004313
ge80100590;US;us84093561;uk00004314
ge80051468;US;us84089968;uk00004315
ge80121603;US;us84089792;uk00004316
ge80123066;US;us84092713;uk00004317
ge80136000;US;us84089508;uk00004318
ge80096509;US;us80885735;uk00004319
ge80122714;US;us84091958;uk00004320
ge80099919;US;us00184251;uk00004321
ge80121046;US;us84088532;uk00004322
ge80098600;US;us84091063;uk00004323
ge80100422;US;us84093349;uk00004324
ge80098000;US;us81741224;uk00004325
ge80099556;US;us10420265;uk00004326
ge80098768;US;us84091249;uk00004327
ge80100930;US;us84093993;uk00004328
ge80122211;US;us84091049;uk00004329
ge80098403;US;us00108131;uk00004330
ge80101718;US;us84094967;uk00004331
ge80099826;US;us84092685;uk00004332
ge80136097;US;us84089778;uk00004333
ge80099213;US;us84091854;uk00004334
ge80096386;US;us84088460;uk00004335
ge80101669;US;us84094907;uk00004336
ge80052012;US;us84091564;uk00004337
ge80101305;US;us84094445;uk00004338
ge80090279;US;us84089536;uk00004339
ge80100740;US;us84093750;uk00004340
ge80135797;US;us84088970;uk00004341
ge80091212;US;us84092903;uk00004342
ge80122999;US;us84092522;uk00004343
ge80099641;US;us10528702;uk00004344
ge80101063;US;us84094528;uk00004345
ge80091455;US;us84095015;uk00004346
ge80121178;US;us84088754;uk00004347
ge80099703;US;us82399610;uk00004348
ge80097813;US;us00103027;uk00004349
ge80101366;US;us84094506;uk00004350
ge80101584;US;us84094792;uk00004351
ge80137396;US;us84092767;uk00004352
ge80121575;US;us12009102;uk00004353
ge80122539;US;us84091724;uk00004354
ge80098899;US;us84091459;uk00004355
ge80098780;US;us84091263;uk00004356
ge80098728;US;us84091208;uk00004357
ge80096610;US;us84088636;uk00004358
ge80101296;US;us84094436;uk00004359
ge80096920;US;us84089017;uk00004360
ge80100276;US;us82139839;uk00004361
ge80101550;US;us00328550;uk00004362
ge80097664;US;us84090002;uk00004363
ge80122585;US;us82794017;uk00004364
ge80098422;US;us80917038;uk00004365
ge80100612;US;us13225011;uk00004366
ge80098541;US;us84090996;uk00004367
ge80122338;US;us84091289;uk00004368
ge80097758;US;us13458103;uk00004369
ge80097901;US;us00165878;uk00004370
ge80101426;US;us84094590;uk00004371
ge80122924;US;us50819504;uk00004372
ge80136169;US;us84089978;uk00004373
ge80051451;US;us84089906;uk00004374
ge80098545;US;us13609670;uk00004375
ge80123896;US;us84094681;uk00004376
ge80101261;US;us84094407;uk00004377
ge80097185;US;us84089361;uk00004378
ge80097294;US;us80988442;uk00004379
ge80121385;US;us84089214;uk00004380
ge80097214;US;us84089394;uk00004381
ge80099237;US;us84091882;uk00004382
ge80101209;US;us84094346;uk00004383
ge80136435;US;us84090569;uk00004384
ge80138003;US;us84094275;uk00004385
ge80090099;US;us84088283;uk00004386
ge80100045;US;us80945250;uk00004387
ge80051208;US;us84089054;uk00004388
ge80122606;US;us84091863;uk00004389
ge80121006;US;us84088452;uk00004390
ge80100845;US;us80178749;br00000000
ge80096861;US;us84088927;br00000001
ge80101257;US;us83309839;br00000002
ge80121427;US;us84089323;br00000003
ge80137485;US;us00185560;br00000004
ge80101564;US;us84094768;br00000005
ge80122045;US;us84090664;br00000006
ge80053008;US;us84093698;br00000007
ge80097419;US;us00161453;br00000008
ge80098849;US;us81191213;br00000009
ge80101706;US;us00205227;br00000010
ge80051249;US;us84089200;br00000011
ge80051042;US;us84088438;br00000012
ge80091227;US;us80259177;br00000013
ge80096858;US;us84088922;br00000014
ge80122502;US;us84091648;br00000015
ge80098615;US;us84091081;br00000016
ge80091297;US;us84093664;br00000017
ge80096683;US;us13950896;br00000018
ge80090145;US;us84088511;br00000019
ge80138123;US;us13418288;br00000020
ge80100507;US;us84093461;br00000021
ge80052054;US;us84091757;br00000022
ge80138154;US;us84094678;br00000023
ge80097979;US;us00022519;br00000024
ge80091021;US;us84092206;br00000025
ge80097569;US;us80903824;br00000026
ge80123854;US;us83542920;br00000027
ge80097388;US;us84089635;br00000028
ge80121563;US;us82919209;br00000029
ge80099985;US;us84092865;br00000030
ge80098232;US;us84090627;br00000031
ge80123449;US;us84093552;br00000032
ge80100585;US;us84093553;br00000033
ge80135916;US;us84089284;br00000034
ge80097552;US;us00112241;br00000035
ge80121574;US;us84089734;br00000036
ge80098583;US;us00064456;br00000037
ge80054596;US;us81582127;br00000038
ge80091344;US;us84093955;br00000039
ge80091117;US;us00036475;br00000040
ge80100455;US;us84093387;br00000041
ge80099989;US;us84092869;br00000042
ge80097231;US;us81089635;br00000043
ge80090308;US;us84089791;br00000044
ge80099844;US;us84092711;br00000045
ge80101727;US;us84094981;br00000046
ge80098598;US;us12964857;br00000047
ge80100569;US;us84094118;br00000048
ge80121768;US;us84090170;br00000049
ge80099879;US;us84092754;br00000050
ge80100117;US;us84092976;br00000051
ge80051420;US;us84089798;br00000052
ge80122854;US;us84092118;br00000053
ge80123733;US;us12037840;br00000054
ge80051918;US;us84091331;br00000055
ge80097331;US;us84089572;br00000056
ge80098013;US;us84090398;br00000057
ge80098874;US;us80819008;br00000058
ge80100584;US;us84093554;br00000059
ge80098030;US;us84090417;br00000060
ge80098925;US;us84091495;br00000061
ge80121560;US;us84089692;br00000062
ge80098769;US;us84091253;br00000063
ge80053021;US;us84093726;br00000064
ge80135581;US;us81607204;br00000065
ge80121514;US;us84089567;br00000066
ge80101169;US;us84094299;br00000067
ge80090300;US;us84089645;br00000068
ge80097962;US;us84090389;br00000069
ge80051545;US;us82412886;br00000070
ge80097219;US;us80707173;br00000071
ge80090214;US;us84088935;br00000072
ge80052512;US;us84092352;br00000073
ge80137872;US;us84093923;br00000074
ge80091097;US;us84092748;br00000075
ge80091384;US;us84094300;br00000076
ge80099690;US;us13719296;br00000077
ge80121053;US;us84088546;br00000078
ge80101572;US;us84094950;br00000079
ge80099262;US;us84091918;br00000080
ge80096788;US;us84088851;br00000081
ge80052454;US;us00179586;br00000082
ge80123285;US;us84093131;br00000083
ge80099616;US;us84092278;br00000084
ge80100557;US;us84093534;br00000085
ge80051257;US;us84089225;br00000086
ge80051621;US;us84090461;br00000087
ge80121349;US;us84089110;br00000088
ge80068809;US;us81533949;br00000089
ge80052543;US;us84092482;br00000090
ge80091270;US;us10636412;br00000091
ge80098828;US;us84091321;br00000092
ge80099841;US;us84092709;br00000093
ge80100199;US;us81793098;br00000094
ge80098414;US;us84090834;br00000095
ge80096687;US;us12598603;br00000096
ge80120968;US;us84088362;br00000097
ge80123723;US;us84094231;br00000098
ge80096502;US;us84088522;br00000099
ge80136398;US;us84090516;br00000100
ge80136675;US;us84091150;br00000101
ge80137035;US;us84091941;br00000102
ge80123757;US;us84094294;br00000103
ge80051344;US;us00160027;br00000104
ge80051733;US;us84090678;br00000105
ge80097593;US;us82171018;br00000106
ge80128508;US;us51549211;br00000107
ge80053129;US;us84094140;br00000108
ge80098970;US;us84091675;br00000109
ge80101264;US;us84094410;br00000110
ge80099354;US;us12244571;br00000111
ge80100955;US;us84094019;br00000112
ge80097658;US;us84089995;br00000113
ge80122393;US;us84091404;br00000114
ge80137947;US;us84094108;br00000115
ge80096352;US;us84088347;br00000116
ge80121031;US;us84088501;br00000117
ge80121458;US;us84089405;br00000118
ge80121543;US;us84089641;br00000119
ge80122372;US;us84091356;br00000120
ge80123829;US;us84094497;br00000121
ge80098659;US;us84091132;br00000122
ge80052874;US;us84093181;br00000123
ge80122910;US;us84092239;br00000124
ge80122092;US;us50631972;br00000125
ge80051845;US;us84091130;br00000126
ge80091016;US;us84092187;br00000127
ge80098817;US;us84091461;br00000128
ge80099060;US;us84091685;br00000129
ge80099526;US;us84092175;br00000130
ge80097444;US;us84089713;br00000131
ge80099099;US;us84091725;br00000132
ge80122386;US;us84091385;br00000133
ge80101352;US;us84094487;br00000134
ge80121569;US;us00052376;br00000135
ge80099709;US;us12969923;br00000136
ge80100705;US;us84093702;br00000137
ge80123984;US;us84094865;br00000138
ge80100036;US;us84092894;br00000139
ge80097583;US;us84089907;br00000140
ge80101418;US;us84094585;br00000141
ge80100298;US;us84093199;br00000142
ge80100125;US;us84092989;br00000143
ge80097326;US;us84089568;br00000144
ge80101176;US;us84094308;br00000145
ge80096288;US;us84088256;br00000146
ge80098866;US;us13989415;br00000147
ge80098592;US;us84091053;br00000148
ge80101442;US;us84094613;br00000149
ge80091022;US;us14241498;br00000150
ge80101630;US;us84094857;br00000151
ge80051028;US;us84088413;br00000152
ge80052834;US;us84093037;br00000153
ge80053085;US;us84093965;br00000154
ge80052612;US;us84092587;br00000155
ge80098250;US;us84090649;br00000156
ge80100421;US;us84093347;br00000157
ge80099527;US;us13631291;br00000158
ge80100669;US;us84093655;br00000159
ge80053047;US;us84093830;br00000160
ge80101413;US;us84094577;br00000161
ge80100367;US;us84093281;br00000162
ge80100271;US;us84093166;br00000163
ge80099104;US;us84091730;br00000164
ge80098795;US;us84091286;br00000165
ge80051071;US;us84088561;br00000166
ge80100292;US;us84093192;br00000167
ge80096478;US;us84088497;br00000168
ge80051379;US;us84089632;br00000169
ge80098415;US;us00170333;br00000170
ge80096966;US;us84089071;br00000171
ge80097846;US;us84090191;br00000172
ge80097205;US;us84089383;br00000173
ge80100300;US;us84093204;br00000174
ge80096750;US;us84088803;br00000175
ge80099449;US;us84092094;br00000176
ge80099492;US;us84092144;br00000177
ge80098640;US;us14376978;br00000178
ge80100325;US;us84093223;br00000179
ge80101611;US;us84094835;br00000180
ge80097176;US;us84089345;br00000181
ge80123430;US;us84093515;br00000182
ge80097903;US;us84090253;br00000183
ge80051066;US;us84088538;br00000184
ge80051317;US;us81889075;br00000185
ge80051192;US;us84089019;br00000186
ge80051757;US;us84090724;br00000187
ge80051276;US;us84089277;br00000188
ge80052658;US;us84092684;br00000189
ge80123438;US;us84093962;br00000190
ge80124014;US;us84094933;br00000191
ge80051059;US;us84088504;br00000192
ge80101791;US;us00205834;br00000193
ge80097833;US;us84090182;br00000194
ge80120920;US;us83202236;br00000195
ge80121179;US;us10104257;br00000196
ge80121794;US;us84090228;br00000197
ge80121392;US;us84089360;br00000198
ge80122203;US;us84091034;br00000199
ge80097015;US;us12228141;br00000200
ge80097343;US;us84089588;br00000201
ge80080737;US;us84091316;br00000202
ge80051628;US;us84090492;br00000203
ge80051578;US;us84090308;br00000204
ge80098831;US;us81434577;br00000205
ge80097031;US;us84089151;br00000206
ge80099621;US;us84092283;br00000207
ge80100725;US;us84093723;br00000208
ge80122929;US;us84092281;br00000209
ge80123043;US;us10692624;br00000210
ge80122257;US;us84091153;br00000211
ge80122475;US;us84091582;br00000212
ge80122826;US;us84092049;br00000213
ge80123686;US;us84094112;br00000214
ge80123869;US;us84094621;br00000215
ge80123621;US;us84093972;br00000216
ge80123631;US;us82799488;br00000217
ge80123887;US;us84094776;br00000218
ge80123408;US;us84093465;br00000219
ge80098969;US;us80333160;br00000220
ge80099424;US;us84092047;br00000221
ge80101762;US;us84095045;br00000222
ge80097480;US;us80329873;br00000223
ge80051589;US;us84090332;br00000224
ge80136331;US;us84090378;br00000225
ge80051718;US;us84090656;br00000226
ge80136357;US;us84090441;br00000227
ge80135992;US;us84089489;br00000228
ge80098520;US;us84090971;br00000229
ge80136364;US;us84090445;br00000230
ge80136081;US;us80328558;br00000231
ge80136288;US;us84090264;br00000232
ge80135651;US;us84088652;br00000233
ge80136336;US;us84090393;br00000234
ge80135674;US;us84088682;br00000235
ge80135854;US;us84089135;br00000236
ge80135897;US;us84089232;br00000237
ge80135907;US;us84089255;br00000238
ge80135909;US;us14090161;br00000239
ge80135911;US;us84089274;br00000240
ge80135930;US;us84089316;br00000241
ge80137508;US;us84092978;br00000242
ge80137534;US;us84093043;br00000243
ge80137642;US;us84093329;br00000244
ge80137776;US;us84093661;br00000245
ge80137805;US;us12949922;br00000246
ge80137806;US;us84093718;br00000247
ge80137833;US;us84093804;br00000248
ge80137839;US;us84093824;br00000249
ge80137881;US;us84093935;br00000250
ge80137982;US;us84094232;br00000251
ge80138043;US;us84094383;br00000252
ge80138151;US;us84094675;br00000253
ge80138242;US;us84094886;br00000254
ge80136427;US;us84090562;br00000255
ge80136597;US;us84090941;br00000256
ge80136776;US;us82395869;br00000257
ge80136785;US;us84091393;br00000258
ge80136803;US;us84091441;br00000259
ge80136836;US;us84091550;br00000260
ge80136883;US;us82056482;br00000261
ge80136884;US;us84091677;br00000262
ge80136899;US;us84091708;br00000263
ge80136948;US;us84091809;br00000264
ge80136971;US;us84091852;br00000265
ge80136995;US;us00031276;br00000266
ge80137167;US;us50803711;br00000267
ge80137228;US;us84092263;br00000268
ge80137239;US;us84092284;br00000269
ge80137258;US;us10976943;br00000270
ge80137286;US;us84092401;br00000271
ge80137289;US;us84092402;br00000272
ge80135791;US;us84088957;br00000273
ge80096792;US;us84089190;br00000274
ge80053228;US;us84094307;br00000275
ge80051009;US;us84088357;br00000276
ge80071112;US;us84091762;br00000277
ge80100307;US;us84093225;br00000278
ge80101312;US;us84094452;br00000279
ge80100673;US;us00192390;br00000280
ge80061499;US;us00013501;br00000281
ge80098165;US;us14151721;br00000282
ge80097604;US;us00270641;br00000283
ge80098174;US;us80360099;br00000284
ge80098457;US;us84090896;br00000285
ge80096852;US;us12983500;br00000286
ge80099608;US;us84092267;br00000287
ge80100156;US;us84093028;br00000288
ge80096643;US;us13432504;br00000289
ge80097659;US;us84089996;br00000290
ge80098362;US;us84090770;br00000291
ge80098523;US;us84090976;br00000292
ge80099503;US;us84092157;br00000293
ge80097164;US;us10219578;br00000294
ge80097620;US;us84089946;br00000295
ge80100951;US;us84094015;br00000296
ge80099105;US;us84091731;br00000297
ge80099687;US;us80938490;br00000298
ge80100241;US;us00038325;br00000299
ge80122008;US;us84090614;br00000300
ge80122508;US;us84091654;br00000301
ge80121919;US;us50609582;br00000302
ge80121285;US;us84088967;br00000303
ge80121396;US;us84089229;br00000304
ge80098927;US;us81294206;br00000305
ge80099130;US;us13489644;br00000306
ge80098405;US;us84090917;br00000307
ge80097558;US;us83319157;br00000308
ge80122993;US;us84092460;br00000309
ge80122822;US;us84092043;br00000310
ge80051268;US;us84089253;br00000311
ge80051285;US;us84089301;br00000312
